Reporting Year,Reporting Quarter,County,Reporting Organization,Reporting Organization ID,Total Capacity (Certified),Beginning Census,End Census,Male Census,Female Census,# of Residents Age 66-80,# of Residents  Age 81+,Total Admissions,Total Discharges
2018,3,Monroe,Rochester Presbyterian Home,370-E-022,102,89,82,17,65,16,60,8,14
2018,3,Nassau,Rosewood on the Sound,400-F-333,50,42,44,17,27,24,15,8,7
2018,3,Monroe,Sage Harbor Baywinde,370-F-236,112,66,67,11,56,11,56,14,14
2018,3,Jefferson,Samaritan Summit Village,330-E-005,120,111,114,36,78,33,75,13,10
2018,3,Queens,Sanford Home,590-F-142,200,194,197,106,91,74,7,14,11
2018,3,Monroe,Seabury Woods,370-S-841,85,77,80,19,61,11,69,13,11
2018,3,Onondaga,Sedgwick Heights,520-E-091,154,148,147,49,98,58,68,17,19
2018,3,Monroe,Shire Senior Living Assisted Living Program,370-F-240,200,171,169,102,67,72,28,8,10
2018,3,Kings,Signature Senior Living,331-F-022,199,84,84,36,48,33,49,9,9
2018,3,Nassau,Somerset Gardens,400-S-318,160,135,140,44,96,17,122,22,17
2018,3,Oswego,St. Francis Commons,560-E-009,60,58,58,13,45,11,46,7,8
2018,3,Kings,Sunrise at Mill Basin,331-S-011,142,120,110,26,84,15,91,12,19
2018,3,Kings,Sunrise at Sheepshead Bay,331-S-012,189,133,130,30,100,77,52,13,14
2018,3,Suffolk,Sunrise of Dix Hills,700-F-923,114,90,81,21,60,11,70,9,20
2018,3,Nassau,Sunrise of East Meadow,400-F-322,107,104,104,28,76,34,70,9,10
2018,3,Suffolk,Sunrise of East Setauket,700-F-926,109,86,83,21,62,10,73,25,33
2018,3,Westchester,Sunrise of Fleetwood,800-F-995,136,93,97,30,67,20,75,9,12
2018,3,Nassau,Sunrise of Glen Cove,400-F-327,111,93,90,33,57,12,78,10,13
2018,3,Suffolk,Sunrise of Holbrook,700-F-925,109,90,88,29,59,8,78,16,18
2018,3,Rockland,Sunrise of New City,620-F-089,120,75,74,21,53,10,64,10,12
2018,3,Nassau,Sunrise of North Lynbrook,400-F-328,138,93,96,23,73,38,55,13,11
2018,3,Nassau,Sunrise of Plainview,400-F-323,65,60,61,15,46,7,54,9,9
2018,3,Suffolk,Sunrise of Smithtown,700-F-927,104,84,83,28,55,9,73,16,18
2018,3,Richmond,Sunrise of Staten Island,610-S-003,121,94,100,33,67,13,83,14,8
2018,3,Suffolk,Sunrise of West Babylon,700-F-924,110,101,99,18,81,21,75,22,24
2018,3,Erie,Symphony Manor at Lancaster,240-F-892,117,73,83,36,47,37,17,19,9
2018,3,Chautauqua,"Tanglewood Manor, Inc",060-F-036,158,136,131,47,84,50,61,7,12
2018,3,Rockland,Tappan Zee Manor,620-F-087,150,89,86,35,51,13,70,7,7
2018,3,Erie,Tennyson Court,240-F-874,93,79,83,24,59,11,71,15,9
2018,3,New York,The 80th Street Residence,420-F-379,70,60,61,17,44,16,45,8,8
2018,3,Westchester,The Ambassador at Scarsdale,800-S-153,138,124,126,39,87,8,117,7,7
2018,3,Erie,The Amberleigh,240-S-125,76,68,69,11,58,7,62,8,7
2018,3,Suffolk,The Arbors at Bohemia,700-F-913,200,123,126,34,92,18,108,21,16
2018,3,Suffolk,The Arbors at Hauppauge,700-F-916,200,127,122,42,80,21,100,12,17
2018,3,Suffolk,The Arbors at Islandia East,700-F-914,200,119,119,36,83,13,106,20,21
2018,3,Suffolk,The Arbors at Islandia West,700-F-915,200,101,102,30,72,21,79,13,12
2018,3,Nassau,The Arbors at Westbury,400-F-307,200,121,121,46,75,22,97,21,22
2018,3,Dutchess,The Avalon Assisted Living and Wellness Center,230-F-068,76,69,71,30,41,33,22,13,11
2018,3,Kings,The Belvedere,331-F-288,282,81,89,41,48,25,62,16,7
2018,3,Richmond,The Brielle at Seaview,610-E-012,188,93,101,23,78,30,71,30,24
2018,3,Westchester,The Bristal at Armonk,800-S-151,171,129,128,29,99,20,108,17,18
2018,3,Nassau,The Bristal at East Meadow,400-S-299,151,109,101,27,74,17,84,16,24
2018,3,Suffolk,The Bristal at East Northport,700-S-303,166,141,141,38,103,12,129,13,13
2018,3,Suffolk,The Bristal at Holtsville,700-S-309,166,95,122,25,97,20,102,36,9
2018,3,Suffolk,The Bristal at Lake Grove,700-S-311,155,128,129,31,98,21,107,18,17
2018,3,Nassau,The Bristal at Lake Success,400-F-337,110,73,77,19,58,13,64,15,11
2018,3,Nassau,The Bristal at Lynbrook,400-F-335,200,139,139,33,106,23,115,16,16
2018,3,Nassau,The Bristal at Massapequa,400-F-315,84,74,72,17,55,12,59,9,11
2018,3,Nassau,The Bristal at Massapequa,400-S-314,86,73,72,23,49,10,62,10,11
2018,3,Nassau,The Bristal at North Hills,400-S-309,140,113,114,26,88,10,104,8,7
2018,3,Nassau,The Bristal at North Woodmere,400-S-304,155,110,120,28,92,10,110,18,8
2018,3,Suffolk,The Bristal at Sayville,700-F-302,155,122,120,25,95,17,103,11,13
2018,3,Suffolk,The Bristal at West Babylon,700-S-313,187,57,90,29,61,13,76,40,7
2018,3,Nassau,The Bristal at Westbury,400-S-300,180,137,138,38,100,12,124,23,24
2018,3,Westchester,The Bristal at White Plains,800-S-145,190,152,151,40,111,18,133,14,15
2018,3,Westchester,The Country House in Westchester,800-F-007,100,65,75,24,51,8,67,22,12
2018,3,Erie,The Courtyards LLC,240-F-872,133,113,118,61,57,60,47,20,16
2018,3,Greene,The Eliot at Catskill,300-F-033,99,76,77,43,34,36,23,15,14
2018,3,Oswego,The Gardens by Morningstar,560-F-042,106,94,99,37,62,27,44,23,19
2018,3,Nassau,The Glen at Maple Pointe,400-S-316,83,82,80,20,60,13,67,9,8
2018,3,Onondaga,The Hearth at Greenpoint Senior Living,520-S-129,139,132,121,42,79,13,101,10,22
2018,3,Onondaga,The Inn at Menorah Park,520-E-095,61,52,49,12,37,9,39,,8
2018,3,Westchester,The Kensington,800-F-988,130,109,113,38,75,25,85,11,11
2018,3,Suffolk,The Lake Shore Assisted Living Residence,700-F-893,200,113,111,45,66,35,68,11,13
2018,3,Monroe,The Landing at Brighton,370-S-195,121,73,74,15,59,10,62,19,16
2018,3,Dutchess,The Landing of Poughkeepsie,230-S-003,121,86,89,15,74,9,78,25,19
2018,3,Westchester,The Osborn,800-S-141,103,89,86,20,66,9,77,9,12
2018,3,Rensselaer,The Pines at Heartwood,600-F-250,86,79,75,27,48,36,23,7,8
2018,3,Putnam,The Plaza at Clover Lake,580-F-001,175,121,126,33,93,37,82,17,13
2018,3,Montgomery,"The Sentinel at Amsterdam, LLC",380-F-047,150,45,59,20,39,23,27,23,10
2018,3,Westchester,The Springvale Inn,800-S-129,125,88,87,29,58,19,66,7,8
2018,3,Wayne,The Terrace at Newark,770-F-037,71,64,63,15,48,8,54,11,12
2018,3,Monroe,The Village at Mill Landing,370-S-859,150,63,63,11,52,10,53,11,10
2018,3,Orange,The W Senior Living at Goshen,540-F-038,120,46,44,14,30,15,24,20,22
2018,3,Kings,The Waterford on the Bay,331-F-272,200,168,176,75,101,54,115,46,38
2018,3,Ulster,Valley Vista Adult Home and Assisted Living Program,740-F-076,89,81,79,26,53,31,37,,8
2018,3,Suffolk,Village Walk A Carlisle Assisted Living Community,700-F-941,146,43,60,17,43,14,44,25,7
2018,3,Westchester,Westchester Center for Independent and Assisted Living,800-F-990,195,195,193,86,107,94,65,10,12
2018,3,Columbia,Whittier Place,200-E-005,80,74,76,15,61,24,48,8,7
2018,3,Westchester,Willow Towers EHP,800-S-131,150,131,134,40,94,23,110,19,17
2018,3,Monroe,Woodcrest Commons,370-E-198,120,87,82,32,50,35,34,11,16
2018,3,Suffolk,Woodhaven Home for Adults,700-F-905,181,167,170,69,101,82,39,14,13
2018,2,Kings,Amber Court of Brooklyn,331-F-284,224,214,213,138,75,123,82,12,13
2018,2,Bronx,Amber Court of Pelham Gardens,020-F-817,200,200,192,95,97,110,79,13,21
2018,2,Suffolk,Amber Court of Smithtown,700-F-945,186,59,116,23,93,24,91,65,8
2018,2,Nassau,Amber Court of Westbury,400-F-331,64,49,44,9,35,11,33,,9
2018,2,Nassau,Amber Court of Westbury,400-F-325,225,177,171,31,140,33,137,15,22
2018,2,Rockland,Assisted Living at Northern Riverview,620-E-019,105,102,102,39,63,39,26,10,10
2018,2,Suffolk,Atria Bay Shore,700-S-305,116,70,69,10,59,8,60,11,14
2018,2,Westchester,Atria Briarcliff Manor,800-F-996,200,75,79,15,64,12,65,11,8
2018,2,Nassau,Atria Cutter Mill,400-S-328,130,83,93,22,71,10,82,17,7
2018,2,Albany,Atria Delmar Place,000-S-008,94,86,87,64,23,21,64,15,15
2018,2,Suffolk,Atria East Northport,700-F-929,200,146,141,40,101,24,116,19,25
2018,2,Queens,Atria Forest Hills,590-S-313,90,82,74,26,48,14,58,,12
2018,2,Nassau,Atria Glen Cove,400-S-324,128,69,74,24,50,11,61,14,9
2018,2,Albany,Atria Guilderland,000-F-308,120,69,75,24,51,14,58,16,21
2018,2,Suffolk,Atria Huntington,700-F-931,198,85,89,25,64,14,75,14,10
2018,2,Queens,Atria Kew Gardens,590-S-315,175,127,124,41,83,18,103,20,22
2018,2,Nassau,Atria Lynbrook,400-F-326,200,102,100,31,69,20,75,14,16
2018,2,Westchester,Atria on the Hudson,800-S-147,185,129,122,32,90,21,101,12,19
2018,2,Nassau,Atria Park of Great Neck,400-S-326,162,90,94,20,74,11,83,15,11
2018,2,Monroe,Atria Penfield,370-F-212,120,78,90,32,58,22,66,21,9
2018,2,Nassau,Atria Plainview,400-F-329,99,74,70,13,57,7,63,,10
2018,2,Bronx,Atria Riverdale,020-S-001,195,185,181,44,137,39,139,13,17
2018,2,Albany,Atria Shaker,000-S-011,146,104,100,34,66,20,78,13,17
2018,2,Suffolk,Atria South Setauket,700-F-933,200,72,80,26,54,13,65,18,15
2018,2,Nassau,Atria Tanglewood,400-F-306,160,120,116,31,85,14,102,10,14
2018,2,New York,Atria West 86,420-S-389,189,169,170,52,118,33,133,28,26
2018,2,Saratoga,Beacon Pointe Memory Care Community,640-F-042,52,49,44,15,29,9,33,7,12
2018,2,Queens,Belle Harbor Manor,590-E-293,162,149,147,96,51,68,12,,7
2018,2,Chemung,Bethany Village,070-E-002,144,105,108,27,81,23,83,25,22
2018,2,Suffolk,Birchwood Suites,700-F-943,95,71,69,29,40,16,47,11,12
2018,2,Queens,Boulevard ALP,590-S-317,239,217,226,85,141,45,180,18,9
2018,2,Suffolk,Braemar Living at Medford,700-F-921,200,197,196,39,157,72,96,,7
2018,2,Orange,Braemar Living at Wallkill,540-F-036,200,182,177,51,126,46,116,11,17
2018,2,Queens,Brandywine Assisted Living at The Savoy,590-S-305,160,143,142,46,96,31,109,14,15
2018,2,Westchester,Brightview Tarrytown,800-F-131,107,96,96,28,68,7,89,11,7
2018,2,Erie,"Bristol Village, Inc.",240-S-107,110,80,89,22,67,9,78,16,7
2018,2,Erie,Brompton Heights,240-F-133,200,115,108,25,83,24,82,13,22
2018,2,Bronx,Bronxwood,020-E-004,320,280,278,187,91,180,51,14,16
2018,2,Erie,Brookdale Bassett Road,240-F-882,105,46,43,13,30,8,35,11,13
2018,2,Onondaga,Brookdale Bellevue,520-F-163,91,55,50,16,34,8,41,7,10
2018,2,Albany,Brookdale Colonie,000-F-306,94,78,62,22,40,20,40,,19
2018,2,Schenectady,Brookdale East Niskayuna,650-F-101,52,36,40,22,18,15,24,12,7
2018,2,Onondaga,Brookdale East Side,520-F-164,88,52,49,10,39,8,41,,8
2018,2,Onondaga,Brookdale Fayetteville,520-F-145,52,43,42,10,32,11,31,8,9
2018,2,Erie,Brookdale Kenmore,240-S-113,120,96,92,33,59,17,74,12,17
2018,2,Chautauqua,Brookdale Lakewood,060-S-001,100,59,60,13,47,13,45,8,7
2018,2,Onondaga,Brookdale Liverpool,520-F-165,79,44,44,15,29,10,34,11,11
2018,2,Niagara,Brookdale Niagara Memory Care,500-F-095,40,36,36,,30,8,28,,7
2018,2,Schenectady,Brookdale Niskayuna,650-S-071,110,90,108,43,65,32,74,18,18
2018,2,Steuben,Brookdale Painted Post,690-F-044,110,70,78,23,55,16,62,18,15
2018,2,Onondaga,Buckley Landing Enriched Housing Site #6,520-S-121,85,82,80,12,68,15,65,7,7
2018,2,New York,Carnegie East House,420-S-387,120,91,87,25,62,11,76,,7
2018,2,Queens,Castle Senior Living At Forest Hills,590-S-307,177,161,159,51,108,63,88,8,9
2018,2,Queens,"Central Assisted Living, LLC",590-F-322,186,183,186,109,77,100,23,22,19
2018,2,Chenango,Chenango County Home Preston Manor,080-N-007,48,36,31,12,19,9,16,,7
2018,2,Monroe,Cobbs Hill Manor,370-F-242,118,82,81,47,34,40,17,21,22
2018,2,Monroe,Crimson Ridge Gardens,370-F-226,52,48,44,11,33,9,34,9,13
2018,2,Rensselaer,Danforth Adult Care Center,600-F-244,80,71,76,22,54,32,39,14,10
2018,2,Erie,Dosberg Manor,240-E-141,96,78,74,19,55,10,63,13,17
2018,2,Cattaraugus,Eden Heights of Olean,040-F-028,120,81,85,20,65,16,67,15,11
2018,2,Erie,Eden Heights of West Seneca,240-F-848,120,95,103,29,74,18,83,21,14
2018,2,Erie,Elderwood Assisted Living at Cheektowaga,240-F-886,80,75,74,14,60,7,67,,7
2018,2,Erie,Elderwood Assisted Living at Hamburg,240-S-117,103,91,96,12,84,12,82,11,9
2018,2,Erie,Elderwood Assisted Living at Tonawanda,240-F-890,120,92,88,13,75,13,75,14,19
2018,2,Erie,Elderwood Assisted Living at West Seneca,240-S-119,128,100,108,20,88,10,98,15,9
2018,2,Erie,Elderwood Village at Willamsville,240-S-115,110,84,88,19,69,15,73,13,13
2018,2,Queens,Elm York Home for Adults,590-F-319,262,252,254,130,124,111,25,15,13
2018,2,Monroe,Emeritus at the Landing of Brockport,370-S-849,114,86,85,25,60,7,77,11,9
2018,2,Warren,Emeritus at the Landing of Queensbury,750-S-003,88,58,55,18,37,8,46,13,16
2018,2,Westchester,Five Star Premier Residences of Yonkers,800-S-143,84,74,75,20,55,8,66,,7
2018,2,Herkimer,Foltsbrook Center for Senior Living,320-E-008,80,62,63,16,47,20,33,,8
2018,2,Chautauqua,Fredonia Place,060-S-003,84,78,77,35,42,8,67,12,14
2018,2,Genesee,Genesee Adult Home,290-F-007,80,70,67,25,42,20,33,8,9
2018,2,Erie,Glenwell,240-E-146,120,94,91,32,59,29,57,8,11
2018,2,Broome,"Good Shepherd- Fairview Home, Inc.",030-E-005,67,63,67,13,54,7,59,11,7
2018,2,Monroe,Grande'Vie Senior Living Community,370-F-231,178,84,87,27,60,17,69,17,17
2018,2,Monroe,Grande'ville Senior Living Community,370-F-230,140,107,105,32,73,11,94,16,18
2018,2,Suffolk,Gurwin Jewish Fay J. Lindner Residence,700-S-289,200,157,157,43,114,8,149,14,14
2018,2,Otsego,Hampshire House Adult Home,570-F-048,65,49,48,19,29,10,37,9,9
2018,2,Nassau,Harbor House,400-F-305,136,110,102,39,63,31,70,,11
2018,2,Richmond,Harbor Terrace Adult Home and Assisted Living,610-F-064,363,279,274,175,99,106,23,13,17
2018,2,Rensselaer,"Hawthorne Ridge, Inc.",600-E-114,66,56,58,18,40,10,47,13,10
2018,2,Monroe,Heathwood Assisted Living at Penfield,370-S-852,151,110,113,27,86,19,92,19,12
2018,2,Erie,Heathwood Assisted Living at Williamsville,240-F-881,115,99,104,21,83,12,92,15,13
2018,2,Dutchess,"Hedgewood ALP, LLC",230-F-082,192,188,190,123,67,82,17,17,15
2018,2,Montgomery,Hillcrest Spring Residential,380-F-043,80,77,73,17,56,7,66,,10
2018,2,Broome,Hilltop Manor West,030-E-008,98,88,91,14,77,11,78,12,9
2018,2,Monroe,Hilton East Assisted Living,370-F-208,205,131,135,43,92,49,64,16,16
2018,2,Saratoga,Home of the Good Shepherd,640-E-037,42,31,36,13,23,12,24,14,8
2018,2,Saratoga,Home of the Good Shepherd Saratoga,640-E-042,105,91,92,20,72,7,85,10,9
2018,2,Greene,Home Sweet Home on the Hudson,300-F-030,60,44,46,12,34,9,37,11,9
2018,2,Chautauqua,Hultquist Place,060-E-015,96,84,90,20,70,17,73,14,9
2018,2,Dutchess,"Hyde Park Assisted Living Facility, Inc.",230-F-282,78,65,70,30,40,60,10,12,8
2018,2,Nassau,Island Assisted Living,400-E-295,200,190,197,84,113,89,75,20,15
2018,2,Erie,Juniper Glen Alzheimer's Special Care Center,240-F-894,66,24,31,13,18,14,17,16,8
2018,2,Albany,Kenwood Manor,000-E-282,67,48,46,20,26,14,26,9,11
2018,2,Schenectady,"Kingsway Manor, LLC",650-F-103,140,115,122,35,87,11,111,21,14
2018,2,Monroe,Legacy at Cranberry Landing,370-F-252,78,49,46,12,34,8,38,8,11
2018,2,Nassau,Long Beach Assisted Living,400-F-301,200,199,197,126,71,103,28,22,24
2018,2,Queens,Long Island Living Center,590-F-328,306,160,168,73,95,74,84,16,8
2018,2,Tompkins,"Longview, an Ithacare Community",730-E-002,96,81,84,27,57,25,45,11,8
2018,2,Onondaga,Loretto EHP #1 Bernardine Apartments,520-S-054,148,123,120,47,73,82,27,12,14
2018,2,Onondaga,Loretto Village Apts. Enriched Housing Site #5,520-S-120,79,75,77,19,58,9,67,10,8
2018,2,New York,Lott Assisted Living Residence,420-S-391,131,126,126,51,75,47,79,7,8
2018,2,Albany,Loudonville Assisted Living Residence,000-F-304,105,83,85,17,68,19,64,14,13
2018,2,Queens,"Madison York Assisted Living Community, LLC",590-F-320,226,216,215,123,92,113,67,21,22
2018,2,Queens,Madison York Home for Adults,590-F-321,202,193,188,112,76,104,35,12,17
2018,2,Allegany,Manor Hills,010-F-017,137,105,108,32,76,26,80,12,10
2018,2,Westchester,Maplewood Commons,800-S-149,80,46,45,18,27,36,9,8,9
2018,2,Richmond,"Mariners Residence, Inc.",610-F-066,270,210,211,126,85,117,21,15,15
2018,2,Erie,Mary Agnes Manor ALP,240-F-868,230,178,187,94,93,113,54,22,15
2018,2,Westchester,Meadowview at the Wartburg,800-S-125,105,99,100,13,87,13,85,10,9
2018,2,Kings,Mermaid Manor Home for Adults,331-F-276,200,193,191,127,64,100,16,15,16
2018,2,Niagara,Mount View Assisted Living,500-F-105,150,137,141,42,99,56,67,18,13
2018,2,Richmond,New Broadview Home For Adults,610-F-067,200,179,188,101,87,98,32,21,12
2018,2,Suffolk,New Brookhaven Town House for Adults,700-F-287,182,185,177,117,60,59,8,,11
2018,2,Cayuga,North Brook Heights Home for Adults,050-F-022,178,104,101,39,62,35,47,8,14
2018,2,Erie,Oakwood Senior Living,240-F-888,158,102,106,54,52,38,9,17,13
2018,2,Kings,Oceanview Manor Home for Adults,331-F-270,176,165,166,116,50,78,8,14,13
2018,2,Erie,Orchard Heights,240-F-884,200,148,142,44,98,22,119,27,31
2018,2,Erie,Park Creek Senior Living Community,240-F-876,94,82,78,18,60,8,69,7,11
2018,2,Albany,Peregrine Senior Living at Colonie,000-F-312,68,39,37,11,26,7,29,11,7
2018,2,Erie,Peregrine's Landing at Orchard Park,240-F-827,52,49,50,13,37,12,38,10,10
2018,2,Erie,Peregrine's Landing Senior Community,240-S-109,112,95,97,28,69,32,59,13,14
2018,2,Fulton,Pineview Commons H.F.A.,280-F-034,94,80,75,19,56,25,47,,11
2018,2,Oneida,Presbyterian Residential Community,510-E-065,96,88,87,20,67,21,65,15,16
2018,2,Rockland,Promenade at Blue Hill,620-F-085,61,43,44,10,34,7,36,9,7
2018,2,Rockland,Promenade at Chestnut Ridge,620-F-081,198,83,93,24,69,10,79,21,14
2018,2,Orange,Promenade at Middletown,540-F-032,163,132,143,39,104,59,77,19,12
2018,2,Orange,Promenade at Tuxedo Place,540-F-030,89,57,49,10,39,12,37,,14
2018,2,Ontario,Quail Summit,530-S-001,55,46,47,9,38,10,37,8,9
2018,2,Queens,Queens Adult Care Center,590-F-309,352,344,343,243,100,152,21,14,15
2018,2,Monroe,Rainier Grove at Cherry Ridge,370-F-229,87,61,63,18,45,7,56,10,10
2018,2,Monroe,Rochester Presbyterian Home,370-E-022,102,96,88,21,67,13,70,,11
2018,2,Nassau,Rosewood on the Sound,400-F-333,50,41,43,15,28,15,23,12,10
2018,2,Monroe,RPH East,370-E-204,64,45,45,,40,8,37,7,11
2018,2,Monroe,Sage Harbor Baywinde,370-F-236,112,60,67,12,55,11,56,21,15
2018,2,Jefferson,Samaritan Summit Village,330-E-005,120,105,111,34,77,31,74,17,11
2018,2,Monroe,Seabury Woods,370-S-841,85,66,78,17,61,9,68,7,8
2018,2,Onondaga,Sedgwick Heights,520-E-091,154,146,148,54,94,77,54,25,14
2018,2,Monroe,Shire Senior Living Assisted Living Program,370-F-240,200,176,171,105,66,73,28,16,22
2018,2,Kings,Signature Senior Living,331-F-022,199,82,84,37,47,32,50,15,12
2018,2,Nassau,Somerset Gardens,400-S-318,160,138,135,42,93,16,118,11,14
2018,2,Kings,Sunrise at Mill Basin,331-S-011,142,115,118,28,90,27,89,14,13
2018,2,Suffolk,Sunrise of Dix Hills,700-F-923,114,81,90,26,64,13,77,19,11
2018,2,Nassau,Sunrise of East Meadow,400-F-322,107,95,104,28,76,37,67,17,12
2018,2,Suffolk,Sunrise of East Setauket,700-F-926,109,86,92,24,68,12,80,15,9
2018,2,Westchester,Sunrise of Fleetwood,800-F-995,136,89,93,32,61,17,74,20,17
2018,2,Suffolk,Sunrise of Holbrook,700-F-925,109,88,87,25,62,7,76,14,15
2018,2,Rockland,Sunrise of New City,620-F-089,120,81,76,22,54,10,66,14,19
2018,2,Nassau,Sunrise of North Lynbrook,400-F-328,138,93,93,23,70,34,56,18,11
2018,2,Suffolk,Sunrise of Smithtown,700-F-927,104,82,83,23,60,8,75,10,9
2018,2,Richmond,Sunrise of Staten Island,610-S-003,121,98,97,32,65,13,83,17,18
2018,2,Suffolk,Sunrise of West Babylon,700-F-924,110,98,102,20,82,19,80,26,22
2018,2,Erie,Symphony Manor at Lancaster,240-F-892,117,69,73,34,39,32,16,16,12
2018,2,Rockland,Tappan Zee Manor,620-F-087,150,88,89,36,53,11,75,12,11
2018,2,Erie,Tennyson Court,240-F-874,93,73,81,16,65,8,71,24,15
2018,2,Suffolk,The Arbors at Bohemia,700-F-913,200,131,123,36,87,21,102,16,25
2018,2,Suffolk,The Arbors at Hauppauge,700-F-916,200,127,127,47,80,23,104,15,15
2018,2,Suffolk,The Arbors at Islandia East,700-F-914,200,121,119,33,86,10,108,22,25
2018,2,Suffolk,The Arbors at Islandia West,700-F-915,200,96,101,28,73,21,76,13,8
2018,2,Nassau,The Arbors at Westbury,400-F-307,200,114,121,52,69,23,96,25,16
2018,2,Dutchess,The Avalon Assisted Living and Wellness Center,230-F-068,76,71,67,27,40,31,21,10,12
2018,2,Kings,The Belvedere,331-F-288,200,92,81,35,46,26,53,8,19
2018,2,Richmond,The Brielle at Seaview,610-E-012,188,89,93,35,58,12,81,20,17
2018,2,Westchester,The Bristal at Armonk,800-S-151,171,123,129,32,97,22,106,22,16
2018,2,Nassau,The Bristal at East Meadow,400-S-299,151,106,109,29,80,20,89,9,7
2018,2,Suffolk,The Bristal at East Northport,700-S-303,166,143,141,37,104,11,130,8,10
2018,2,Suffolk,The Bristal at Holtsville,700-S-309,166,92,95,22,73,14,80,22,19
2018,2,Suffolk,The Bristal at Lake Grove,700-S-311,155,134,128,32,96,22,105,11,17
2018,2,Nassau,The Bristal at Lynbrook,400-F-335,200,145,139,30,109,23,115,10,16
2018,2,Nassau,The Bristal at Massapequa,400-F-315,84,78,74,15,59,12,61,8,10
2018,2,Nassau,The Bristal at North Hills,400-S-309,140,116,113,23,90,8,105,8,11
2018,2,Nassau,The Bristal at North Woodmere,400-S-304,155,106,110,28,82,8,102,14,10
2018,2,Suffolk,The Bristal at Sayville,700-F-302,155,124,122,22,100,19,103,17,19
2018,2,Suffolk,The Bristal at West Babylon,700-S-313,187,51,57,18,39,7,49,17,11
2018,2,Nassau,The Bristal at Westbury,400-S-300,180,142,137,38,99,11,123,13,18
2018,2,Westchester,The Bristal at White Plains,800-S-145,190,140,152,38,114,17,135,26,14
2018,2,Erie,The Courtyards LLC,240-F-872,133,115,113,58,55,60,44,13,18
2018,2,Greene,The Eliot at Catskill,300-F-033,99,77,76,32,44,31,25,9,10
2018,2,Westchester,The Fountains at RiverVue,800-F-981,141,122,116,32,84,14,98,11,9
2018,2,Oswego,The Gardens by Morningstar,560-F-042,106,91,95,34,61,27,37,16,12
2018,2,Nassau,The Glen at Maple Pointe,400-F-320,60,57,59,15,44,10,49,11,7
2018,2,Nassau,The Glen at Maple Pointe,400-S-316,83,83,83,20,63,11,72,10,7
2018,2,Broome,The Hearth at Castle Gardens,030-S-044,106,78,72,21,51,12,58,,13
2018,2,Westchester,The Kensington,800-F-988,130,112,114,39,75,23,89,13,13
